"Energy with dietary fibre, equated 
(kJ)","Protein 
(g)","Ash 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),"Starch 
(g)","Available carbohydrate, without sugar alcohols 
(g)","Calcium (Ca) 
(mg)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Magnesium (Mg) 
(mg)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Zinc (Zn) 
(mg)","Retinol (preformed vitamin A) 
(ug)","Beta-carotene 
(ug)","Thiamin (B1) 
(mg)","Niacin (B3) 
(mg)","Pyridoxine (B6) 
(mg)","Cobalamin (B12) 
(ug)","Folate, natural 
(ug)","Total folates 
(ug)","Vitamin C 
(mg)","Cholecalciferol (D3) 
(ug)","Ergocalciferol (D2) 
(ug)","25-hydroxy cholecalciferol (25-OH D3) 
(ug)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated 
(g)",C18:2w6 (g),C18:3w3 (g),C20:5w3 (mg),"Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
491,20.3,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.0,24,240,365,11.0,2.55,4,0,0.1,5.6,0.1,0.9,17,17,0,0.0,0,0.6,3.0,0.6,0.64,1.82,0.09,0.05,10.85,168.12,0,66
667,27.2,1.2,0.0,0.0,0.0,0.0,0.0,8,1.2,2.55,28,260,370,21.0,3.35,8,0,0.145,6.25,0.07,1.2,17,17,0,0.0,0,0.3,1.5,0.7,0.68,2.66,0.11,0.06,10.17,354.09,0,84
606,25.6,1.1,0.0,0.0,0.0,0.0,0.0,7,1.2,2.5,30,295,340,15.0,3.2,9,0,0.145,6.9,0.16,1.0,17,17,0,0.0,0,0.6,3.0,0.4,0.45,1.6,0.22,0.04,22.6,190.44,0,69
900,32.0,1.0,0.0,0.0,0.0,0.0,0.0,11,1.2,2.95,32,270,330,26.5,5.0,8,0,0.155,6.75,0.08,2.1,17,17,0,0.0,0,0.3,1.5,0.2,0.2,3.48,0.52,0.18,68.7,422.0,0,92
804,23.8,1.0,0.0,0.0,0.0,0.0,0.0,7,1.1,2.26,27,267,311,13.2,2.89,12,0,0.128,6.33,0.15,1.2,15,15,0,0.1,0,0.5,2.73,0.5,0.53,4.39,0.36,0.15,20.0,785.16,0,68
1042,30.2,1.0,0.0,0.0,0.0,0.0,0.0,10,1.1,2.7,29,250,306,23.6,4.55,11,0,0.138,6.78,0.09,2.2,15,15,0,0.2,0,0.3,1.51,0.3,0.26,5.74,0.58,0.26,61.5,798.78,0,90
1128,20.8,0.9,0.0,0.0,0.0,0.0,0.0,6,0.8,1.89,22,225,264,10.7,2.4,16,0,0.101,5.37,0.14,1.6,13,13,0,0.2,0,0.4,2.29,0.6,0.65,9.02,0.58,0.34,15.45,1771.92,0,67
1202,28.4,0.9,0.0,0.0,0.0,0.0,0.0,10,0.9,2.44,27,228,281,20.6,4.1,15,0,0.12,6.81,0.09,2.3,14,14,0,0.4,0,0.2,1.52,0.3,0.34,8.23,0.65,0.34,53.35,1210.63,0,88
542,22.5,1.1,0.0,0.0,0.0,0.0,0.0,6,1.2,3.1,30,350,350,20.0,3.6,9,0,0.16,6.5,0.12,1.3,17,17,0,0.0,0,0.6,3.0,0.4,0.4,1.4,0.24,0.04,19.42,171.81,0,65
957,34.1,1.0,0.0,0.0,0.0,0.0,0.0,11,1.2,3.1,32,280,330,30.0,5.8,8,0,0.17,6.6,0.08,3.0,17,17,0,0.0,0,0.3,1.5,0.2,0.2,3.62,0.6,0.18,64.47,375.78,0,93
753,21.1,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,2.78,27,315,319,17.6,3.24,12,0,0.141,5.96,0.12,1.5,15,15,0,0.1,0,0.5,2.73,0.5,0.48,4.29,0.38,0.15,17.11,785.64,0,65
1132,31.7,0.9,0.0,0.0,0.0,0.0,0.0,10,1.0,2.77,29,253,300,26.0,5.15,12,0,0.147,6.65,0.08,3.0,15,15,0,0.2,0,0.2,1.51,0.3,0.28,6.46,0.67,0.28,55.78,857.26,0,90
981,19.6,1.0,0.0,0.0,0.0,0.0,0.0,6,0.9,2.43,24,277,286,15.0,2.84,15,0,0.12,5.38,0.12,1.7,14,14,0,0.2,0,0.4,2.43,0.6,0.57,7.43,0.52,0.28,14.6,1450.55,0,64
1251,30.0,0.9,0.0,0.0,0.0,0.0,0.0,10,0.9,2.55,27,235,280,23.2,4.71,15,0,0.131,6.69,0.08,3.0,14,14,0,0.4,0,0.2,1.52,0.3,0.34,8.4,0.72,0.34,49.85,1185.86,0,89
554,21.3,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.2,27,250,340,15.0,4.3,9,0,0.13,4.5,0.1,0.8,17,17,0,0.0,0,0.6,3.0,0.4,0.4,1.82,0.3,0.1,39.53,234.54,0,78
773,31.3,1.2,0.0,0.0,0.0,0.0,0.0,5,1.2,3.7,27,290,390,17.0,2.6,8,0,0.14,5.2,0.05,2.2,17,17,0,0.0,0,0.3,1.5,0.2,0.2,2.45,0.26,0.12,24.23,414.7,0,96
776,32.2,1.6,0.0,0.0,0.0,0.0,0.0,8,0.9,3.07,26,239,275,21.0,6.01,9,0,0.057,3.7,0.07,0.6,14,14,0,0.0,0,0.8,3.97,0.5,0.47,2.0,0.34,0.06,27.89,246.79,0,115
588,21.1,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.16,26,246,335,14.7,4.23,9,0,0.128,4.45,0.1,0.8,16,16,0,0.0,0,0.6,2.96,0.4,0.41,2.27,0.32,0.12,38.78,331.86,0,78
806,31.0,1.2,0.0,0.0,0.0,0.0,0.0,5,1.2,3.63,26,285,384,16.6,2.56,8,0,0.137,5.24,0.05,2.2,16,16,0,0.0,0,0.3,1.5,0.2,0.22,2.95,0.27,0.14,23.69,493.83,0,96
809,31.8,1.6,0.0,0.0,0.0,0.0,0.0,8,0.9,3.02,25,235,271,20.5,5.9,10,0,0.056,3.78,0.07,0.7,13,13,0,0.0,0,0.8,3.92,0.5,0.48,2.51,0.36,0.08,27.27,329.68,0,114
541,21.6,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.2,27,250,340,15.0,4.3,9,0,0.13,4.35,0.1,0.8,17,17,0,0.0,0,0.6,3.0,0.4,0.4,1.59,0.27,0.07,29.25,201.18,0,78
768,29.7,1.2,0.0,0.0,0.0,0.0,0.0,5,1.2,3.7,27,290,390,17.0,2.6,8,0,0.145,5.3,0.05,2.2,17,17,0,0.0,0,0.3,1.5,0.2,0.2,2.59,0.36,0.13,36.45,349.19,0,96
776,32.2,1.6,0.0,0.0,0.0,0.0,0.0,8,0.9,3.07,26,239,275,21.0,6.01,9,0,0.057,3.7,0.07,0.6,14,14,0,0.0,0,0.8,3.97,0.5,0.47,2.0,0.34,0.06,27.89,246.79,0,115
583,21.3,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.16,26,245,334,14.6,4.21,9,0,0.127,4.3,0.1,0.8,16,16,0,0.0,0,0.6,2.94,0.4,0.42,2.16,0.29,0.1,28.61,322.37,0,78
793,29.4,1.2,0.0,0.0,0.0,0.0,0.0,5,1.2,3.65,27,286,385,16.7,2.57,8,0,0.142,5.33,0.05,2.3,16,16,0,0.0,0,0.3,1.5,0.2,0.21,2.98,0.37,0.14,35.88,411.47,0,96
802,31.9,1.6,0.0,0.0,0.0,0.0,0.0,8,0.9,3.03,26,236,272,20.6,5.92,10,0,0.056,3.76,0.07,0.6,13,13,0,0.0,0,0.8,3.93,0.5,0.48,2.4,0.36,0.07,27.41,311.18,0,114
498,20.8,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,1.9,25,230,360,10.0,2.2,0,0,0.11,6.3,0.12,0.6,17,17,0,0.0,0,0.6,3.0,0.5,0.54,1.79,0.09,0.05,10.72,155.83,0,62
663,26.8,1.1,0.0,0.0,0.0,0.0,0.0,9,1.2,2.3,26,240,330,23.0,2.9,8,0,0.17,6.5,0.07,0.8,17,17,0,0.0,0,0.3,1.5,0.5,0.49,2.68,0.11,0.06,10.26,357.28,0,81
545,20.6,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,1.86,24,225,353,9.7,2.16,1,0,0.107,6.19,0.12,0.6,16,16,0,0.0,0,0.6,2.94,0.6,0.55,2.42,0.13,0.07,10.44,290.36,0,62
691,26.6,1.1,0.0,0.0,0.0,0.0,0.0,9,1.2,2.27,26,237,326,22.6,2.86,8,0,0.167,6.51,0.07,0.9,16,16,0,0.0,0,0.3,1.5,0.5,0.5,3.08,0.12,0.07,10.07,421.9,0,81
468,18.2,0.9,0.0,0.0,0.0,0.0,0.0,7,1.2,2.2,26,250,340,10.0,5.5,9,0,0.1,5.82,0.29,2.7,17,17,0,0.0,0,0.3,1.5,0.5,0.51,1.5,0.25,0.09,32.69,193.95,0,54
703,29.6,1.1,0.0,0.0,0.0,0.0,0.0,6,1.2,2.2,24,220,280,0.0,6.7,8,0,0.09,5.39,0.26,3.2,17,17,0,0.0,0,0.3,1.5,0.2,0.2,2.04,0.21,0.1,20.13,344.52,0,86
695,17.3,0.8,0.0,0.0,0.0,0.0,0.0,7,1.0,1.98,24,226,309,8.8,4.89,12,0,0.088,5.35,0.27,2.7,15,15,0,0.1,0,0.3,1.4,0.6,0.58,4.48,0.39,0.2,28.67,825.18,0,55
859,28.2,1.0,0.0,0.0,0.0,0.0,0.0,6,1.1,2.04,22,206,263,0.0,6.13,11,0,0.081,5.55,0.24,3.2,15,15,0,0.2,0,0.3,1.51,0.3,0.26,4.32,0.3,0.18,18.1,707.34,0,85
894,16.5,0.8,0.0,0.0,0.0,0.0,0.0,6,0.9,1.79,21,205,283,7.7,4.36,14,0,0.077,4.94,0.25,2.8,14,14,0,0.2,0,0.2,1.32,0.6,0.64,7.09,0.51,0.3,25.16,1376.8,0,56
1095,26.2,0.9,0.0,0.0,0.0,0.0,0.0,6,0.9,1.81,20,185,237,0.0,5.26,16,0,0.067,5.8,0.22,3.1,13,13,0,0.4,0,0.2,1.52,0.4,0.35,7.78,0.44,0.3,15.04,1256.08,0,83
559,20.5,0.9,0.0,0.0,0.0,0.0,0.0,10,1.2,1.6,27,220,330,10.0,5.4,9,0,0.13,4.2,0.31,1.3,17,17,0,0.0,0,0.6,3.0,0.5,0.5,1.99,0.33,0.12,43.34,257.09,0,60
898,28.0,1.1,0.0,0.0,0.0,0.0,0.0,8,1.2,1.5,28,210,350,0.0,5.0,8,0,0.1,5.4,0.27,2.7,17,17,0,0.0,0,0.3,1.5,0.2,0.2,4.3,0.45,0.21,42.5,727.31,0,82
971,18.2,0.8,0.0,0.0,0.0,0.0,0.0,9,0.9,1.32,22,182,274,7.6,4.26,14,0,0.099,3.68,0.26,1.7,14,14,0,0.2,0,0.4,2.46,0.6,0.64,7.57,0.58,0.32,33.16,1447.72,0,60
1108,26.2,1.0,0.0,0.0,0.0,0.0,0.0,7,1.0,1.37,25,190,313,0.0,4.38,13,0,0.084,5.65,0.24,2.7,15,15,0,0.2,0,0.2,1.52,0.3,0.3,7.48,0.55,0.31,35.89,1228.38,0,81
1126,17.4,0.8,0.0,0.0,0.0,0.0,0.0,8,0.8,1.22,20,167,253,6.8,3.83,17,0,0.088,3.49,0.24,1.8,13,13,0,0.2,0,0.4,2.26,0.7,0.69,9.65,0.67,0.4,29.36,1893.3,0,61
1172,25.6,1.0,0.0,0.0,0.0,0.0,0.0,7,1.0,1.33,24,184,301,0.0,4.19,14,0,0.08,5.72,0.24,2.8,14,14,0,0.3,0,0.2,1.52,0.3,0.32,8.44,0.58,0.35,33.87,1381.02,0,80
585,20.9,1.1,0.0,0.0,0.0,0.0,0.0,9,1.2,2.1,30,230,350,10.0,2.9,9,0,0.12,6.8,0.13,0.6,17,17,0,0.0,0,0.6,3.0,0.5,0.51,2.24,0.26,0.05,31.97,259.26,0,67
837,30.5,1.1,0.0,0.0,0.0,0.0,0.0,10,0.8,2.6,30,240,320,23.0,4.3,8,0,0.2,7.7,0.08,1.0,17,17,0,0.0,0,0.3,1.5,0.2,0.2,3.16,0.4,0.18,68.93,442.48,0,96
890,19.1,1.0,0.0,0.0,0.0,0.0,0.0,9,1.0,1.8,26,199,304,8.2,2.48,13,0,0.099,5.95,0.12,1.0,14,14,0,0.1,0,0.5,2.59,0.6,0.61,6.38,0.46,0.22,26.33,1154.26,0,66
1106,27.8,1.0,0.0,0.0,0.0,0.0,0.0,9,0.7,2.23,26,210,280,18.6,3.67,14,0,0.162,7.57,0.08,1.4,14,14,0,0.3,0,0.2,1.52,0.3,0.32,7.28,0.54,0.32,55.78,1111.25,0,92
976,18.6,1.0,0.0,0.0,0.0,0.0,0.0,8,0.9,1.72,24,190,291,7.7,2.36,14,0,0.093,5.71,0.12,1.1,14,14,0,0.2,0,0.5,2.48,0.6,0.64,7.56,0.51,0.27,24.73,1407.8,0,66
1163,27.2,1.0,0.0,0.0,0.0,0.0,0.0,9,0.6,2.16,25,204,272,17.7,3.54,16,0,0.154,7.54,0.08,1.5,14,14,0,0.4,0,0.2,1.52,0.3,0.34,8.13,0.57,0.34,53.05,1250.05,0,91
485,19.8,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.1,24,250,370,12.0,2.9,9,0,0.09,4.9,0.08,1.3,17,17,0,0.0,0,0.6,3.0,0.7,0.73,1.84,0.1,0.05,10.99,180.42,0,70
671,27.5,1.3,0.0,0.0,0.0,0.0,0.0,6,1.2,2.8,30,280,410,19.0,3.8,8,0,0.12,6.0,0.07,1.6,17,17,0,0.0,0,0.3,1.5,0.9,0.86,2.63,0.1,0.06,10.08,350.9,0,87
584,19.3,1.1,0.0,0.0,0.0,0.0,0.0,5,1.1,2.01,23,240,355,11.4,2.77,10,0,0.085,4.74,0.08,1.4,16,16,0,0.0,0,0.6,2.88,0.7,0.75,3.13,0.16,0.1,10.4,458.5,0,70
707,27.2,1.3,0.0,0.0,0.0,0.0,0.0,6,1.2,2.75,30,275,403,18.6,3.74,8,0,0.117,6.02,0.07,1.6,16,16,0,0.0,0,0.3,1.5,0.8,0.86,3.14,0.13,0.07,9.84,433.62,0,87
477,21.1,1.1,0.0,0.0,0.0,0.0,0.0,6,1.2,2.1,30,240,350,20.0,4.1,9,0,0.13,4.5,0.1,0.8,17,17,0,0.0,0,0.6,3.0,0.4,0.4,1.04,0.18,0.03,14.45,127.86,0,71
742,30.6,1.0,0.0,0.0,0.0,0.0,0.0,6,1.2,2.6,29,340,310,30.0,5.3,8,0,0.14,5.2,0.05,2.2,17,17,0,0.0,0,0.3,1.5,0.2,0.2,2.13,0.36,0.1,37.92,221.05,0,80
604,20.4,1.0,0.0,0.0,0.0,0.0,0.0,6,1.1,1.98,28,227,332,18.6,3.85,10,0,0.121,4.33,0.1,0.9,16,16,0,0.0,0,0.6,2.84,0.4,0.45,2.74,0.26,0.1,13.45,486.81,0,70
840,29.7,1.0,0.0,0.0,0.0,0.0,0.0,6,1.1,2.47,28,323,297,28.0,5.02,10,0,0.131,5.32,0.05,2.2,16,16,0,0.1,0,0.3,1.51,0.2,0.24,3.6,0.4,0.16,35.45,463.64,0,80
786,19.4,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,1.82,26,209,306,16.6,3.5,13,0,0.108,4.08,0.1,1.2,14,14,0,0.1,0,0.5,2.61,0.5,0.52,5.19,0.38,0.19,12.02,1001.92,0,69
958,28.5,0.9,0.0,0.0,0.0,0.0,0.0,6,1.0,2.32,26,303,281,25.7,4.68,12,0,0.12,5.46,0.06,2.3,15,15,0,0.2,0,0.2,1.51,0.3,0.29,5.37,0.46,0.22,32.48,755.38,0,79
671,28.6,1.1,0.0,0.0,0.0,0.0,0.0,8,1.2,1.9,30,240,330,10.0,2.8,9,0,0.13,7.3,0.19,0.6,17,17,0,0.0,0,0.6,3.0,0.5,0.51,1.8,0.21,0.04,25.78,209.08,0,73
843,29.8,1.1,0.0,0.0,0.0,0.0,0.0,11,1.2,2.8,32,260,330,23.0,4.2,8,0,0.14,6.9,0.09,1.2,17,17,0,0.0,0,0.3,1.5,0.2,0.2,3.35,0.43,0.19,72.94,468.21,0,92
856,26.6,1.0,0.0,0.0,0.0,0.0,0.0,8,1.1,1.73,27,219,303,8.9,2.54,11,0,0.115,6.7,0.18,0.8,15,15,0,0.1,0,0.5,2.74,0.6,0.57,4.49,0.34,0.15,22.89,784.68,0,72
953,28.7,1.0,0.0,0.0,0.0,0.0,0.0,11,1.1,2.63,30,246,313,21.2,3.95,10,0,0.129,6.91,0.09,1.3,16,16,0,0.1,0,0.3,1.51,0.2,0.25,5.02,0.48,0.24,67.23,740.3,0,90
1276,22.0,0.9,0.0,0.0,0.0,0.0,0.0,7,0.8,1.35,21,172,242,6.3,1.97,18,0,0.082,5.35,0.16,1.4,12,12,0,0.2,0,0.4,2.15,0.7,0.72,10.61,0.64,0.39,16.3,2093.29,0,69
1154,26.8,1.0,0.0,0.0,0.0,0.0,0.0,10,0.9,2.33,27,221,281,17.9,3.49,15,0,0.109,6.92,0.09,1.6,14,14,0,0.4,0,0.2,1.52,0.3,0.33,8.06,0.58,0.35,56.85,1235.4,0,88
602,20.4,1.0,0.0,0.0,0.0,0.0,0.0,13,1.2,1.77,20,195,270,0.0,3.72,12,0,0.09,11.16,0.56,1.7,17,17,0,0.0,0,0.6,3.0,0.7,0.74,2.32,0.4,0.07,32.32,285.93,0,60
729,24.4,1.3,0.0,0.0,0.0,0.0,0.0,11,1.2,5.0,28,206,291,10.0,4.8,11,0,0.16,7.6,0.1,2.1,0,0,0,0.0,0,0.2,0.75,0.4,0.43,3.12,0.52,0.15,55.72,324.78,0,82
680,27.8,1.0,0.0,0.0,0.0,0.0,0.0,5,1.2,2.7,24,230,270,30.0,4.7,8,0,0.15,5.5,0.05,2.3,17,17,0,0.0,0,0.3,1.5,0.3,0.3,1.98,0.33,0.1,35.39,206.31,0,85
779,27.1,1.0,0.0,0.0,0.0,0.0,0.0,5,1.1,2.57,23,221,260,28.1,4.47,10,0,0.14,5.59,0.05,2.3,16,16,0,0.1,0,0.3,1.51,0.3,0.33,3.42,0.38,0.15,33.16,442.01,0,84
858,26.5,0.9,0.0,0.0,0.0,0.0,0.0,5,1.1,2.47,22,213,252,26.6,4.28,11,0,0.133,5.67,0.06,2.4,15,15,0,0.2,0,0.3,1.51,0.4,0.36,4.56,0.42,0.19,31.39,629.45,0,84
512,21.5,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.15,26,225,325,20.0,3.75,9,0,0.13,4.45,0.1,0.8,17,17,0,0.0,0,0.6,3.0,0.4,0.4,1.28,0.22,0.04,17.84,157.82,0,70
711,29.2,1.0,0.0,0.0,0.0,0.0,0.0,5,1.2,2.65,26,285,290,30.0,5.0,8,0,0.145,5.35,0.05,2.2,17,17,0,0.0,0,0.3,1.5,0.2,0.25,2.06,0.34,0.1,36.66,213.68,0,82
633,20.8,1.0,0.0,0.0,0.0,0.0,0.0,5,1.1,2.03,25,214,309,18.6,3.53,10,0,0.121,4.28,0.1,0.9,16,16,0,0.0,0,0.6,2.84,0.4,0.45,2.93,0.3,0.1,16.64,505.71,0,70
810,28.4,1.0,0.0,0.0,0.0,0.0,0.0,5,1.1,2.52,25,272,278,28.1,4.74,10,0,0.136,5.46,0.05,2.3,16,16,0,0.1,0,0.3,1.51,0.3,0.29,3.51,0.39,0.15,34.31,452.83,0,82
784,19.9,1.0,0.0,0.0,0.0,0.0,0.0,5,1.0,1.89,23,199,289,17.0,3.26,12,0,0.11,4.08,0.1,1.1,15,15,0,0.1,0,0.5,2.65,0.5,0.5,4.98,0.4,0.18,15.2,938.36,0,69
908,27.5,0.9,0.0,0.0,0.0,0.0,0.0,5,1.0,2.4,24,258,267,26.2,4.48,12,0,0.126,5.56,0.06,2.3,15,15,0,0.2,0,0.3,1.51,0.3,0.32,4.96,0.44,0.2,31.94,692.41,0,81
546,21.9,1.1,0.0,0.0,0.0,0.0,0.0,4,1.2,2.2,23,210,300,20.0,3.4,9,0,0.13,4.4,0.1,0.8,17,17,0,0.0,0,0.6,3.0,0.4,0.4,1.52,0.26,0.04,21.22,187.79,0,70
769,30.8,1.5,0.0,0.0,0.0,0.0,0.0,6,1.4,2.94,28,251,359,28.2,4.79,9,0,0.11,4.96,0.09,0.8,16,16,0,0.0,0,0.8,3.8,0.4,0.45,2.15,0.37,0.06,29.89,264.5,0,98
662,21.2,1.1,0.0,0.0,0.0,0.0,0.0,4,1.1,2.08,22,200,286,18.7,3.21,10,0,0.121,4.24,0.1,0.9,16,16,0,0.0,0,0.6,2.85,0.4,0.44,3.11,0.34,0.11,19.83,524.61,0,69
863,29.9,1.5,0.0,0.0,0.0,0.0,0.0,6,1.3,2.8,26,241,343,26.4,4.55,11,0,0.103,5.09,0.09,1.0,16,16,0,0.1,0,0.7,3.66,0.5,0.47,3.57,0.42,0.12,28.01,496.53,0,97
782,20.4,1.0,0.0,0.0,0.0,0.0,0.0,4,1.0,1.96,21,189,272,17.3,3.02,12,0,0.113,4.08,0.1,1.0,15,15,0,0.1,0,0.5,2.69,0.5,0.49,4.76,0.41,0.17,18.39,874.8,0,69
937,29.2,1.4,0.0,0.0,0.0,0.0,0.0,6,1.2,2.69,25,232,331,25.0,4.36,13,0,0.097,5.19,0.09,1.1,15,15,0,0.2,0,0.7,3.55,0.5,0.49,4.7,0.46,0.16,26.51,681.05,0,96
477,23.9,1.3,0.0,0.0,0.0,0.0,0.0,15,1.2,1.9,24,240,350,20.0,5.7,0,0,0.05,3.9,0.1,0.8,17,17,0,0.0,0,0.6,3.0,0.3,0.3,0.82,0.04,0.03,0.0,134.01,0,71
755,34.6,1.0,0.0,0.0,0.0,0.0,0.0,20,1.2,3.6,25,340,260,30.0,10.0,0,0,0.02,2.6,0.05,2.2,17,17,0,0.0,0,0.3,1.5,0.2,0.2,2.0,0.09,0.07,0.0,243.2,0,80
617,22.9,1.2,0.0,0.0,0.0,0.0,0.0,14,1.1,1.78,22,226,330,18.5,5.3,3,0,0.046,3.75,0.1,1.0,16,16,0,0.0,0,0.6,2.82,0.4,0.36,2.73,0.15,0.1,0.0,532.03,0,70
852,33.4,1.0,0.0,0.0,0.0,0.0,0.0,19,1.1,3.41,24,323,250,28.0,9.41,3,0,0.019,2.89,0.05,2.2,16,16,0,0.1,0,0.3,1.51,0.2,0.24,3.48,0.16,0.13,0.0,484.35,0,80
785,21.7,1.2,0.0,0.0,0.0,0.0,0.0,13,1.0,1.65,21,209,306,16.6,4.83,6,0,0.042,3.58,0.1,1.2,14,14,0,0.1,0,0.5,2.61,0.4,0.43,5.0,0.27,0.19,0.0,1006.95,0,69
965,32.0,0.9,0.0,0.0,0.0,0.0,0.0,18,1.0,3.19,23,304,239,25.8,8.73,6,0,0.017,3.22,0.06,2.3,15,15,0,0.2,0,0.2,1.51,0.3,0.28,5.2,0.24,0.19,0.0,764.77,0,79
528,21.9,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.2,27,250,340,15.0,4.3,9,0,0.13,4.2,0.09,0.7,17,17,0,0.0,0,0.6,3.0,0.4,0.4,1.36,0.24,0.04,18.97,167.81,0,78
763,28.1,1.3,0.0,0.0,0.0,0.0,0.0,5,1.2,3.7,27,290,390,17.0,2.6,8,0,0.15,5.4,0.05,2.3,17,17,0,0.0,0,0.3,1.5,0.2,0.2,2.73,0.46,0.13,48.67,283.68,0,96
776,32.2,1.6,0.0,0.0,0.0,0.0,0.0,8,0.9,3.07,26,239,275,21.0,6.01,9,0,0.057,3.7,0.07,0.6,14,14,0,0.0,0,0.8,3.97,0.5,0.47,2.0,0.34,0.06,27.89,246.79,0,115
578,21.6,1.1,0.0,0.0,0.0,0.0,0.0,5,1.2,2.15,26,244,333,14.6,4.19,9,0,0.126,4.14,0.09,0.8,16,16,0,0.0,0,0.6,2.94,0.4,0.42,2.05,0.27,0.07,18.43,312.87,0,78
781,28.0,1.3,0.0,0.0,0.0,0.0,0.0,5,1.2,3.66,27,287,386,16.8,2.58,8,0,0.148,5.42,0.05,2.3,16,16,0,0.0,0,0.3,1.5,0.2,0.21,3.0,0.46,0.14,48.06,329.11,0,96
794,32.0,1.6,0.0,0.0,0.0,0.0,0.0,8,0.9,3.04,26,237,273,20.7,5.94,10,0,0.057,3.75,0.07,0.6,13,13,0,0.0,0,0.8,3.94,0.5,0.47,2.28,0.36,0.07,27.55,292.68,0,114
2522,8.2,0.5,0.0,0.0,0.0,0.0,0.0,10,0.0,0.77,8,88,130,10.0,0.99,64,0,0.0,5.0,0.1,2.9,0,0,0,0.7,0,0.0,0.7,0.7,0.7,28.61,1.86,1.51,0.0,5022.17,0,78
2694,10.7,0.5,0.0,0.0,0.0,0.0,0.0,8,0.0,3.4,26,270,310,0.0,5.9,6,0,0.04,4.0,0.3,1.3,0,0,0,1.6,0,0.0,1.6,0.6,0.6,28.4,1.57,1.0,0.0,5220.05,0,77
518,21.3,0.9,0.0,0.0,0.0,0.0,0.0,5,0.0,2.2,21,220,280,0.0,2.9,8,0,0.16,8.0,0.8,2.8,17,17,0,0.0,0,0.6,3.0,0.2,0.2,1.57,0.23,0.14,54.17,179.9,0,76
1041,36.4,1.6,0.0,0.0,0.0,0.0,0.0,20,1.2,5.7,32,330,350,10.0,8.9,8,0,0.03,2.0,0.5,1.9,0,0,0,0.0,0,0.3,1.5,0.8,0.8,3.92,0.59,0.33,121.44,668.42,0,130
678,20.2,0.9,0.0,0.0,0.0,0.0,0.0,5,0.0,2.08,20,209,268,0.8,2.75,12,0,0.147,7.76,0.74,2.8,16,16,0,0.0,0,0.6,2.82,0.2,0.24,3.73,0.36,0.25,49.84,567.28,0,76
1115,35.2,1.6,0.0,0.0,0.0,0.0,0.0,19,1.1,5.6,32,327,348,9.6,8.76,8,0,0.03,2.09,0.49,1.9,0,0,0,0.1,0,0.3,1.5,0.8,0.79,5.03,0.63,0.36,115.98,873.24,0,128
716,20.0,0.9,0.0,0.0,0.0,0.0,0.0,5,0.0,2.06,20,207,265,1.0,2.71,13,0,0.144,7.7,0.73,2.8,15,15,0,0.1,0,0.5,2.77,0.2,0.25,4.25,0.39,0.27,48.79,660.73,0,76
1137,34.9,1.6,0.0,0.0,0.0,0.0,0.0,19,1.1,5.56,32,326,348,9.4,8.72,8,0,0.03,2.12,0.49,1.9,0,0,0,0.1,0,0.3,1.5,0.8,0.79,5.36,0.65,0.37,114.34,934.69,0,127
509,21.6,1.1,0.0,0.0,0.0,0.0,0.0,8,1.2,4.3,35,360,340,0.0,4.9,8,0,0.16,8.0,0.8,2.8,17,17,0,0.0,0,0.6,3.0,0.2,0.2,1.33,0.31,0.06,39.25,161.87,0,56
792,29.8,1.0,0.0,0.0,0.0,0.0,0.0,8,1.2,3.4,24,240,280,10.0,5.9,8,0,0.03,2.0,0.5,1.9,0,0,0,0.2,0,0.1,0.7,0.8,0.8,2.72,0.38,0.15,56.85,356.89,0,63
634,20.8,1.1,0.0,0.0,0.0,0.0,0.0,8,1.1,4.08,33,343,327,0.6,4.66,11,0,0.15,7.81,0.76,2.8,16,16,0,0.0,0,0.6,2.86,0.2,0.23,3.01,0.4,0.15,36.83,462.24,0,57
919,28.5,1.0,0.0,0.0,0.0,0.0,0.0,8,1.1,3.4,24,242,282,9.3,5.9,8,0,0.031,2.13,0.49,1.8,0,0,0,0.3,0,0.1,0.76,0.8,0.79,4.43,0.46,0.2,53.05,681.75,0,64
811,19.6,1.0,0.0,0.0,0.0,0.0,0.0,8,1.0,3.77,31,319,308,1.5,4.31,16,0,0.136,7.55,0.7,2.8,14,14,0,0.1,0,0.5,2.66,0.3,0.27,5.41,0.54,0.28,33.38,889.46,0,59
